PARAMETER_ID,VALUE,UNIT,SOURCE,PROVENANCE,FROZEN_OR_FITTABLE
BOND_12_39_REQ,1.0979,angstrom,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_13_40_K,342.75,kcal/mol/angstrom^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_13_40_REQ,1.0979,angstrom,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_13_41_K,342.75,kcal/mol/angstrom^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_13_41_REQ,1.0979,angstrom,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_14_42_K,342.75,kcal/mol/angstrom^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_14_42_REQ,1.0979,angstrom,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_14_43_K,342.75,kcal/mol/angstrom^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_14_43_REQ,1.0979,angstrom,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_16_44_K,346.43,kcal/mol/angstrom^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_16_44_REQ,1.0954,angstrom,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_17_45_K,346.43,kcal/mol/angstrom^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_17_45_REQ,1.0954,angstrom,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_17_46_K,346.43,kcal/mol/angstrom^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_17_46_REQ,1.0954,angstrom,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_18_47_K,346.43,kcal/mol/angstrom^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_18_47_REQ,1.0954,angstrom,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_18_48_K,346.43,kcal/mol/angstrom^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_18_48_REQ,1.0954,angstrom,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_20_49_K,346.43,kcal/mol/angstrom^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_20_49_REQ,1.0954,angstrom,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_20_50_K,346.43,kcal/mol/angstrom^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_20_50_REQ,1.0954,angstrom,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_21_51_K,346.43,kcal/mol/angstrom^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_21_51_REQ,1.0954,angstrom,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_21_52_K,346.43,kcal/mol/angstrom^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_21_52_REQ,1.0954,angstrom,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_25_53_K,345.25,kcal/mol/angstrom^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_25_53_REQ,1.0962,angstrom,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_25_54_K,345.25,kcal/mol/angstrom^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_25_54_REQ,1.0962,angstrom,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_25_55_K,345.25,kcal/mol/angstrom^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_25_55_REQ,1.0962,angstrom,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_26_56_K,277.51,kcal/mol/angstrom^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
BOND_26_56_REQ,1.3503,angstrom,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_1_2_3_K,59.99,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_1_2_3_THETAEQ,111.4300478134838,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_1_2_8_K,60.93,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_1_2_8_THETAEQ,109.7700469874566,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_1_2_12_K,59.99,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_1_2_12_THETAEQ,111.4300478134838,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_3_4_K,60.18,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_3_4_THETAEQ,111.0600477122065,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_8_7_K,61.2,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_8_7_THETAEQ,122.650052851286,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_8_9_K,59.87,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_8_9_THETAEQ,115.9600498122274,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_12_11_K,60.18,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_12_11_THETAEQ,111.0600477122065,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_12_13_K,60.18,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_12_13_THETAEQ,111.0600477122065,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_3_2_8_K,60.57,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_3_2_8_THETAEQ,111.4100475757291,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_3_2_12_K,60.18,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_3_2_12_THETAEQ,111.0600477122065,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_3_4_5_K,60.27,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_3_4_5_THETAEQ,111.4300478134838,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_4_5_6_K,76.56,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_4_5_6_THETAEQ,122.3400523173571,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_4_5_7_K,60.06,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_4_5_7_THETAEQ,116.1500500655441,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_5_7_8_K,62.11,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_5_7_8_THETAEQ,122.0000522862329,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_6_5_7_K,77.98999999999999,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_6_5_7_THETAEQ,123.2400527030752,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_7_8_9_K,61.2,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_7_8_9_THETAEQ,122.650052851286,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_8_9_10_K,60.57,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_8_9_10_THETAEQ,111.4100475757291,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_8_2_12_K,60.57,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_8_2_12_THETAEQ,111.4100475757291,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_9_10_11_K,60.18,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_9_10_11_THETAEQ,111.0600477122065,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_9_10_26_K,62.66,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_9_10_26_THETAEQ,109.0600468550552,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_10_11_12_K,60.18,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_10_11_12_THETAEQ,111.0600477122065,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_10_11_16_K,60.17,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_10_11_16_THETAEQ,111.0400474744519,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_11_10_26_K,62.66,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_11_10_26_THETAEQ,109.0600468550552,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_11_12_13_K,60.18,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_11_12_13_THETAEQ,111.0600477122065,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_11_16_15_K,59.26,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_11_16_15_THETAEQ,113.7500490369625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_11_16_17_K,59.26,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_11_16_17_THETAEQ,113.7500490369625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_12_11_16_K,60.17,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_12_11_16_THETAEQ,111.0400474744519,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_12_13_14_K,60.18,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_12_13_14_THETAEQ,111.0600477122065,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_13_14_15_K,60.17,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_13_14_15_THETAEQ,111.0400474744519,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_14_15_16_K,59.26,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_14_15_16_THETAEQ,113.7500490369625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_14_15_25_K,60.33,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_14_15_25_THETAEQ,110.5600474979187,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_14_15_19_K,59.26,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_14_15_19_THETAEQ,113.7500490369625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_16_17_K,61.84,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_16_17_THETAEQ,103.8300445563086,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_19_18_K,61.84,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_19_18_THETAEQ,103.8300445563086,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_19_20_K,61.84,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_19_20_THETAEQ,103.8300445563086,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_19_24_K,77.43000000000001,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_19_24_THETAEQ,106.1400453744311,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_16_15_25_K,59.33,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_16_15_25_THETAEQ,113.6000486861972,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_16_15_19_K,61.84,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_16_15_19_THETAEQ,103.8300445563086,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_16_17_18_K,61.84,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_16_17_18_THETAEQ,103.8300445563086,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_17_18_19_K,61.84,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_17_18_19_THETAEQ,103.8300445563086,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_18_19_20_K,61.84,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_18_19_20_THETAEQ,103.8300445563086,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_18_19_24_K,77.43000000000001,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_18_19_24_THETAEQ,106.1400453744311,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_19_20_21_K,61.84,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_19_20_21_THETAEQ,103.8300445563086,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_19_15_25_K,59.33,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_19_15_25_THETAEQ,113.6000486861972,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_19_24_22_K,91.12,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_19_24_22_THETAEQ,110.9300475991959,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_20_19_24_K,77.43000000000001,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_20_19_24_THETAEQ,106.1400453744311,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_20_21_22_K,60.94,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_20_21_22_THETAEQ,107.8600463407644,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_21_22_23_K,75.31,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_21_22_23_THETAEQ,125.6700538018099,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_21_22_24_K,78.11,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_21_22_24_THETAEQ,109.6900471823537,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_23_22_24_K,101.26,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_23_22_24_THETAEQ,123.2000528005237,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_1_27_K,42.89,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_1_27_THETAEQ,110.6300474706232,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_1_28_K,42.89,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_1_28_THETAEQ,110.6300474706232,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_1_29_K,42.89,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_1_29_THETAEQ,110.6300474706232,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_3_30_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
